Estado,No cultivo,Cultivo,Tipo / Variedad,Unidad de medida,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción (miles de Pesos)
BAJA CALIFORNIA NTE,64.00,Dátil,Dátil,Tonelada,1128.19,441.69,0.00,2984.93,6.76,66636.96,198906.67
BAJA CALIFORNIA NTE,65.00,Dátil,Dátil s/clasificar,Tonelada,77.50,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA NTE,66.00,Ejote,Ejote s/clasificar,Tonelada,98.50,98.50,0.00,1200.65,12.19,11946.82,14343.95
BAJA CALIFORNIA NTE,67.00,Ejote,Ejote,Tonelada,21.00,21.00,0.00,315.00,15.00,29392.26,9258.56
BAJA CALIFORNIA NTE,68.00,Elote,Elote s/clasificar,Tonelada,131.00,131.00,0.00,1683.11,12.85,3082.77,5188.64
BAJA CALIFORNIA NTE,69.00,Elote,Elote amarillo,Tonelada,20.00,20.00,0.00,216.00,10.80,2850.00,615.60
BAJA CALIFORNIA NTE,70.00,Espárrago,Espárrago,Tonelada,4036.00,3730.00,0.00,30381.18,8.15,37941.02,1152692.93
BAJA CALIFORNIA NTE,71.00,Especias y medicinales,Especias y medicinales s/clasificar,Tonelada,3.00,3.00,0.00,12.99,4.33,4709.00,61.17
BAJA CALIFORNIA NTE,72.00,Espinaca,Espinaca s/clasificar,Tonelada,10.00,10.00,0.00,172.16,17.22,6575.00,1131.95
BAJA CALIFORNIA NTE,73.00,Espinaca,Espinaca,Tonelada,519.00,519.00,0.00,7369.80,14.20,8070.59,59478.63
BAJA CALIFORNIA NTE,74.00,Frambuesa,Frambuesa,Tonelada,659.00,625.00,0.00,10006.40,16.01,81198.41,812503.75
BAJA CALIFORNIA NTE,75.00,Frambuesa,Frambuesa,Tonelada,114.00,114.00,0.00,1732.80,15.20,100069.80,173400.95
BAJA CALIFORNIA NTE,76.00,Fresa,Fresa,Tonelada,2429.60,2429.60,0.00,179055.88,73.70,37891.10,6784624.85
BAJA CALIFORNIA NTE,77.00,Fresa,Fresa,Tonelada,110.00,110.00,0.00,7700.00,70.00,42990.00,331023.00
BAJA CALIFORNIA NTE,78.00,Fresa,Fresa,Tonelada,40.00,40.00,0.00,3440.00,86.00,38899.86,133815.52
BAJA CALIFORNIA NTE,79.00,Fresa,Fresa,Tonelada,125.00,125.00,0.00,10375.00,83.00,40809.14,423394.83
BAJA CALIFORNIA NTE,80.00,Gerbera,Gerbera s/clasificar,Gruesa,17.00,17.00,0.00,133688.00,7864.00,308.00,41175.90
BAJA CALIFORNIA NTE,81.00,Gerbera,Gerbera,Gruesa,2.00,2.00,0.00,20000.00,10000.00,210.00,4200.00
BAJA CALIFORNIA NTE,82.00,Girasol flor,Girasol flor s/clasificar,Gruesa,296.00,296.00,0.00,100663.66,340.08,310.41,31247.31
BAJA CALIFORNIA NTE,83.00,Granada,Granada roja,Tonelada,10.00,10.00,0.00,37.40,3.74,9948.80,372.09
BAJA CALIFORNIA NTE,84.00,Haba verde,Haba verde s/clasificar,Tonelada,10.00,0.00,10.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA NTE,85.00,Higuerilla,Higuerilla s/clasificar,Tonelada,9.00,9.00,0.00,18.00,2.00,7550.00,135.90
BAJA CALIFORNIA NTE,86.00,Kale,Kale,Tonelada,56.00,56.00,0.00,849.72,15.17,10179.20,8649.47
BAJA CALIFORNIA NTE,87.00,Lechuga,Lechuga romana,Tonelada,79.00,79.00,0.00,1801.20,22.80,5450.00,9816.54
BAJA CALIFORNIA NTE,88.00,Lechuga,Lechuga baby,Tonelada,40.00,40.00,0.00,518.00,12.95,9850.00,5102.30
BAJA CALIFORNIA NTE,89.00,Lechuga,Lechuga romana,Tonelada,544.00,544.00,0.00,14338.83,26.36,7223.29,103573.49
BAJA CALIFORNIA NTE,90.00,Lechuga,Lechuga orejona,Tonelada,16.15,12.15,4.00,444.32,36.57,4887.62,2171.67
BAJA CALIFORNIA NTE,91.00,Lechuga,Lechuga romana,Tonelada,362.00,362.00,0.00,8021.92,22.16,13220.69,106055.32
BAJA CALIFORNIA NTE,92.00,Lechuga,Lechuga baby leaf,Tonelada,430.00,430.00,0.00,6355.40,14.78,10995.18,69878.77
BAJA CALIFORNIA NTE,93.00,Lima,Lima s/clasificar,Tonelada,6.00,6.00,0.00,72.82,12.14,5220.00,380.12
BAJA CALIFORNIA NTE,94.00,Limón,Limón italiano,Tonelada,68.50,40.50,0.00,593.56,14.66,6319.09,3750.76
BAJA CALIFORNIA NTE,95.00,Limón,Limón persa,Tonelada,58.05,58.05,0.00,431.76,7.44,5879.61,2538.58
BAJA CALIFORNIA NTE,96.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,667.50,667.50,0.00,40808.80,61.14,614.93,25094.39
BAJA CALIFORNIA NTE,97.00,Maíz grano,Maíz grano blanco,Tonelada,709.91,709.91,0.00,8598.39,12.11,4286.83,36859.80
BAJA CALIFORNIA NTE,98.00,Maíz grano,Maíz grano amarillo,Tonelada,9.50,9.50,0.00,80.66,8.49,4100.00,330.71
BAJA CALIFORNIA NTE,99.00,Mandarina,Mandarina criolla,Tonelada,2.50,2.50,0.00,12.50,5.00,5400.00,67.50
BAJA CALIFORNIA NTE,100.00,Manzana,Manzana red delicious,Tonelada,16.50,16.50,0.00,69.10,4.19,9866.36,681.77
BAJA CALIFORNIA NTE,101.00,Melón,Melón cantaloupe,Tonelada,46.00,46.00,0.00,1278.24,27.79,4854.57,6205.30
BAJA CALIFORNIA NTE,102.00,Membrillo,Membrillo s/clasificar,Tonelada,8.00,8.00,0.00,31.40,3.93,10461.53,328.49
BAJA CALIFORNIA NTE,103.00,Nabo,Nabo s/clasificar,Tonelada,20.00,20.00,0.00,300.00,15.00,5200.00,1560.00
BAJA CALIFORNIA NTE,104.00,Napa,Napa s/clasificar,Tonelada,18.00,18.00,0.00,453.16,25.18,11236.52,5091.94
BAJA CALIFORNIA NTE,105.00,Naranja,Naranja valencia,Tonelada,274.00,258.00,0.00,3431.55,13.30,4313.57,14802.22
BAJA CALIFORNIA NTE,106.00,Nopalitos,Nopalitos s/clasificar,Tonelada,384.95,370.95,0.00,13673.14,36.86,2609.99,35686.70
BAJA CALIFORNIA NTE,107.00,Nuez,Nuez encarcelada (pecanera),Tonelada,18.00,18.00,0.00,62.30,3.46,17889.25,1114.50
BAJA CALIFORNIA NTE,108.00,Palma de ornato,Palma de ornato s/clasificar,Planta,15.00,2.00,0.00,760.00,380.00,135.00,102.60
BAJA CALIFORNIA NTE,109.00,Pasto tapete,Pasto tapete s/clasificar,Metro cuadrado,4.70,4.70,0.00,47642.60,10136.72,62.78,2990.77
BAJA CALIFORNIA NTE,110.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,1353.50,1243.50,0.00,39058.00,31.41,393.31,15361.73
BAJA CALIFORNIA NTE,111.00,Pastos y praderas,Pastos y praderas sudan,Tonelada,64.00,64.00,0.00,1700.00,26.56,930.00,1581.00
BAJA CALIFORNIA NTE,112.00,Pastos y praderas,Pastos y praderas rye grass,Tonelada,1848.60,1848.60,0.00,65728.27,35.56,433.25,28477.08
BAJA CALIFORNIA NTE,113.00,Pepino,Pepino americano chino,Tonelada,12.00,0.00,12.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA NTE,114.00,Pepino,Pepino persa,Tonelada,53.35,53.35,0.00,4134.00,77.49,8528.00,35254.75
BAJA CALIFORNIA NTE,115.00,Pepino,Pepino americano,Tonelada,62.00,62.00,0.00,4960.00,80.00,8735.50,43328.08
BAJA CALIFORNIA NTE,116.00,Pepino,Pepino persa,Tonelada,154.35,154.35,0.00,11267.55,73.00,12016.81,135400.01
BAJA CALIFORNIA NTE,117.00,Pepino,Pepino europeo,Tonelada,32.50,32.50,0.00,1680.00,51.69,8800.00,14784.00
BAJA CALIFORNIA NTE,118.00,Pepino,Pepino persa,Tonelada,66.00,66.00,0.00,5360.00,81.21,9084.78,48694.40
BAJA CALIFORNIA NTE,119.00,Pepino,Pepino europeo,Tonelada,40.00,40.00,0.00,1280.00,32.00,8000.00,10240.00
BAJA CALIFORNIA NTE,120.00,Pepino,Pepino persa,Tonelada,10.00,10.00,0.00,700.00,70.00,8000.00,5600.00
BAJA CALIFORNIA NTE,121.00,Pepino,Pepino pickle,Tonelada,6.00,6.00,0.00,240.00,40.00,8528.00,2046.72
BAJA CALIFORNIA NTE,122.00,Pera,Pera s/clasificar,Tonelada,8.00,8.00,0.00,32.00,4.00,12000.00,384.00
BAJA CALIFORNIA NTE,123.00,Perejil,Perejil,Tonelada,95.00,95.00,0.00,1435.75,15.11,14485.50,20797.56
BAJA CALIFORNIA NTE,124.00,Perejil,Perejil s/clasificar,Tonelada,4.00,4.00,0.00,29.42,7.36,15435.00,454.10
BAJA CALIFORNIA NTE,125.00,Pistache,Pistache s/clasificar,Tonelada,2.00,2.00,0.00,0.40,0.20,54120.00,21.65
BAJA CALIFORNIA NTE,126.00,Poro (leek),Poro (leek),Tonelada,87.77,87.77,0.00,1547.39,17.63,7149.19,11062.59
BAJA CALIFORNIA NTE,127.00,Rábano,Rabanito,Tonelada,271.50,271.50,0.00,11962.29,44.06,13748.13,164459.12
BAJA CALIFORNIA NTE,128.00,Rábano,Rabanito,Tonelada,105.00,83.00,22.00,1155.50,13.92,4243.68,4903.57
BAJA CALIFORNIA NTE,129.00,Rábano,Rábano s/clasificar,Tonelada,39.00,39.00,0.00,1482.00,38.00,6326.92,9376.50
BAJA CALIFORNIA NTE,130.00,Romero,Romero s/clasificar,Tonelada,3.00,3.00,0.00,14.97,4.99,14850.00,222.30
BAJA CALIFORNIA NTE,131.00,Sandía,Sandía verde (jubilie),Tonelada,46.00,46.00,0.00,1353.95,29.43,9521.30,12891.36
BAJA CALIFORNIA NTE,132.00,Sandía,Sandía cambray (sangría),Tonelada,69.00,69.00,0.00,3257.90,47.22,3999.61,13030.33
BAJA CALIFORNIA NTE,133.00,Semilla de cilantro,Semilla de cilantro s/clasificar,Tonelada,96.00,96.00,0.00,130.56,1.36,24043.00,3139.05
BAJA CALIFORNIA NTE,134.00,Semilla de trigo grano,Semilla de trigo grano fuerte,Tonelada,66.78,66.78,0.00,396.12,5.93,8925.46,3535.55
BAJA CALIFORNIA NTE,135.00,Semilla de trigo grano,Semilla de trigo grano cristalino,Tonelada,1100.06,1100.06,0.00,6550.79,5.95,8397.93,55013.06
BAJA CALIFORNIA NTE,136.00,Semilla de trigo grano,Semilla de trigo grano medio fuerte,Tonelada,123.00,123.00,0.00,690.30,5.61,8831.10,6096.11
BAJA CALIFORNIA NTE,137.00,Solidago,Solidago,Manojo,1.50,1.50,0.00,61236.00,40824.00,16.00,979.78
BAJA CALIFORNIA NTE,138.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,4480.64,4480.64,0.00,201476.56,44.97,463.85,93455.37
BAJA CALIFORNIA NTE,139.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,510.00,504.00,6.00,2060.49,4.09,3471.20,7152.38
BAJA CALIFORNIA NTE,140.00,Tangelo,Tangelo s/clasificar,Tonelada,31.70,31.70,0.00,456.59,14.40,4322.54,1973.63
BAJA CALIFORNIA NTE,141.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,85.50,85.50,0.00,2650.00,30.99,6657.55,17642.50
BAJA CALIFORNIA NTE,142.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,135.00,131.00,4.00,9218.68,70.37,8458.68,77977.87
BAJA CALIFORNIA NTE,143.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,109.50,109.50,0.00,2130.00,19.45,11000.00,23430.00
BAJA CALIFORNIA NTE,144.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,5.00,5.00,0.00,350.00,70.00,14000.00,4900.00
BAJA CALIFORNIA NTE,145.00,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,1.00,1.00,0.00,48.00,48.00,16950.00,813.60
BAJA CALIFORNIA NTE,146.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,4.00,4.00,0.00,344.00,86.00,11200.00,3852.80
BAJA CALIFORNIA NTE,147.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,554.13,519.13,35.00,36432.40,70.18,15667.33,570798.27
BAJA CALIFORNIA NTE,148.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette roma,Tonelada,277.00,240.00,37.00,16883.10,70.35,13665.72,230719.74
BAJA CALIFORNIA NTE,149.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,1.00,1.00,0.00,85.00,85.00,16200.00,1377.00
BAJA CALIFORNIA NTE,150.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,683.59,683.59,0.00,65000.00,95.09,18924.00,1230060.00
BAJA CALIFORNIA NTE,151.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,57.68,57.68,0.00,4427.12,76.75,22481.81,99529.68
BAJA CALIFORNIA NTE,152.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,2.00,2.00,0.00,64.00,32.00,11000.00,704.00
BAJA CALIFORNIA NTE,153.00,Tomate verde,Tomate verde s/clasificar,Tonelada,702.92,585.92,117.00,12518.74,21.37,4540.83,56845.42
BAJA CALIFORNIA NTE,154.00,Toronja (pomelo),Toronja (pomelo) ruby red,Tonelada,13.20,12.20,0.00,201.98,16.56,4545.34,918.07
BAJA CALIFORNIA NTE,155.00,Trigo grano,Trigo grano medio fuerte,Tonelada,2961.00,2961.00,0.00,10392.54,3.51,4136.59,42989.64
BAJA CALIFORNIA NTE,156.00,Trigo grano,Trigo grano cristalino,Tonelada,41442.94,36881.62,4561.32,227692.17,6.17,3751.82,854260.07
BAJA CALIFORNIA NTE,157.00,Trigo grano,Trigo grano fuerte,Tonelada,6460.22,5076.22,1384.00,31311.71,6.17,4599.75,144026.05
BAJA CALIFORNIA NTE,158.00,Triticale forrajero en verde,Triticale forrajero en verde s/clasificar,Tonelada,23.00,23.00,0.00,724.50,31.50,380.00,275.31
BAJA CALIFORNIA NTE,159.00,Uva,Uva industrial,Tonelada,3710.87,3701.37,0.00,21644.45,5.85,15013.57,324960.49
BAJA CALIFORNIA NTE,160.00,Uva,Uva fruta,Tonelada,457.24,456.24,0.00,4518.33,9.90,17297.01,78153.61
BAJA CALIFORNIA NTE,161.00,Uva,Uva pasa,Tonelada,102.00,102.00,0.00,502.02,4.92,15255.32,7658.48
BAJA CALIFORNIA NTE,162.00,Verdolaga,Verdolaga s/clasificar,Tonelada,46.00,46.00,0.00,552.00,12.00,3253.42,1795.89
BAJA CALIFORNIA NTE,163.00,Zanahoria,Zanahoria nantes,Tonelada,146.00,146.00,0.00,3469.77,23.77,7051.88,24468.40
BAJA CALIFORNIA NTE,164.00,Zanahoria,Zanahoria emperador,Tonelada,34.00,34.00,0.00,828.76,24.38,7625.65,6319.84
BAJA CALIFORNIA NTE,165.00,Zarzamora,Zarzamora,Tonelada,55.00,55.00,0.00,842.00,15.31,108264.00,91158.29
BAJA CALIFORNIA NTE,166.00,Zarzamora,Zarzamora,Tonelada,1.00,1.00,0.00,6.80,6.80,82000.00,557.60
BAJA CALIFORNIA SUR,1.00,Aceituna,Aceituna manzanilla,Tonelada,8.00,8.00,0.00,14.48,1.81,8400.00,121.63
BAJA CALIFORNIA SUR,2.00,Acelga,Acelga s/clasificar,Tonelada,3.00,3.00,0.00,18.00,6.00,5000.00,90.00
BAJA CALIFORNIA SUR,3.00,Agave,Agave mezcalero,Tonelada,3.00,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,4.00,Aguacate,Aguacate hass,Tonelada,31.00,31.00,0.00,215.72,6.96,16489.52,3557.12
BAJA CALIFORNIA SUR,5.00,Aguacate,Aguacate fuerte,Tonelada,78.00,35.00,0.00,258.00,7.37,13224.12,3411.82
BAJA CALIFORNIA SUR,6.00,Ajo,Ajo blanco,Tonelada,8.00,8.00,0.00,100.00,12.50,32660.00,3266.00
BAJA CALIFORNIA SUR,7.00,Albahaca,Albahaca,Tonelada,238.50,238.50,0.00,2117.20,8.88,18883.25,39979.63
BAJA CALIFORNIA SUR,8.00,Albahaca,Albahaca,Tonelada,4.50,4.50,0.00,32.60,7.24,20161.46,657.26
BAJA CALIFORNIA SUR,9.00,Alcatraz,Alcatraz s/clasificar,Gruesa,15.00,15.00,0.00,4655.95,310.40,355.00,1652.86
BAJA CALIFORNIA SUR,10.00,Alfalfa,Alfalfa achicalada s/clasificar,Tonelada,4568.00,4568.00,0.00,156422.70,34.24,1791.13,280172.86
BAJA CALIFORNIA SUR,11.00,Berenjena,Berenjena s/clasificar,Tonelada,8.00,8.00,0.00,208.00,26.00,10600.00,2204.80
BAJA CALIFORNIA SUR,12.00,Berenjena,Berenjena,Tonelada,8.25,8.25,0.00,152.00,18.42,15103.60,2295.75
BAJA CALIFORNIA SUR,13.00,Betabel,Betabel s/clasificar,Tonelada,3.30,3.30,0.00,74.10,22.45,7748.89,574.19
BAJA CALIFORNIA SUR,14.00,Brócoli,Brócoli s/clasificar,Tonelada,2.40,2.40,0.00,36.50,15.21,14135.33,515.94
BAJA CALIFORNIA SUR,15.00,Calabacita,Calabacita italiana (zucchini),Tonelada,331.55,331.55,0.00,10039.30,30.28,6365.53,63905.47
BAJA CALIFORNIA SUR,16.00,Calabacita,Calabacita italiana (zucchini),Tonelada,21.80,21.80,0.00,771.30,35.38,12230.91,9433.70
BAJA CALIFORNIA SUR,17.00,Calabaza,Calabaza de castilla,Tonelada,6.40,6.40,0.00,81.35,12.71,3162.30,257.25
BAJA CALIFORNIA SUR,18.00,Calabaza,Calabaza butter (buchona),Tonelada,50.00,50.00,0.00,900.00,18.00,4873.42,4386.08
BAJA CALIFORNIA SUR,19.00,Camote,Camote s/clasificar,Tonelada,8.00,8.00,0.00,79.90,9.99,4227.52,337.78
BAJA CALIFORNIA SUR,20.00,Cebolla,Cebolla cambray,Tonelada,5.00,5.00,0.00,110.00,22.00,8000.00,880.00
BAJA CALIFORNIA SUR,21.00,Cebolla,Cebolla blanca,Tonelada,331.30,331.30,0.00,11624.50,35.09,7579.44,88107.21
BAJA CALIFORNIA SUR,22.00,Chay,Chay,Tonelada,3.00,3.00,0.00,25.00,8.33,13050.00,326.25
BAJA CALIFORNIA SUR,23.00,Chícharo,Chícharo s/clasificar,Tonelada,631.50,631.50,0.00,5931.00,9.39,11347.83,67303.95
BAJA CALIFORNIA SUR,24.00,Chícharo,Chícharo,Tonelada,28.00,28.00,0.00,364.00,13.00,11076.92,4032.00
BAJA CALIFORNIA SUR,25.00,Chile verde,Chile verde caloro,Tonelada,10.00,10.00,0.00,450.00,45.00,6300.00,2835.00
BAJA CALIFORNIA SUR,26.00,Chile verde,Chile verde poblano,Tonelada,647.50,647.50,0.00,26412.75,40.79,6948.85,183538.25
BAJA CALIFORNIA SUR,27.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,194.00,194.00,0.00,9000.00,46.39,18004.22,162037.98
BAJA CALIFORNIA SUR,28.00,Chile verde,Chile verde habanero,Tonelada,12.00,12.00,0.00,428.00,35.67,29700.41,12711.78
BAJA CALIFORNIA SUR,29.00,Chile verde,Chile verde anaheim,Tonelada,58.00,58.00,0.00,1446.20,24.93,7314.75,10578.59
BAJA CALIFORNIA SUR,30.00,Chile verde,Chile verde jalapeño,Tonelada,313.00,313.00,0.00,10546.09,33.69,13403.03,141349.61
BAJA CALIFORNIA SUR,31.00,Chile verde,Chile verde serrano,Tonelada,39.00,39.00,0.00,1027.50,26.35,7107.96,7303.43
BAJA CALIFORNIA SUR,32.00,Chile verde,Chile verde jalapeño,Tonelada,9.75,9.75,0.00,180.00,18.46,11055.68,1990.02
BAJA CALIFORNIA SUR,33.00,Chile verde,Chile verde serrano,Tonelada,4.75,4.75,0.00,68.75,14.47,10379.39,713.58
BAJA CALIFORNIA SUR,34.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,241.00,241.00,0.00,16351.00,67.85,17002.29,278004.49
BAJA CALIFORNIA SUR,35.00,Chives,Chives,Tonelada,22.40,22.40,0.00,112.78,5.03,10218.36,1152.43
BAJA CALIFORNIA SUR,36.00,Cilantro,Cilantro s/clasificar,Tonelada,11.00,11.00,0.00,80.60,7.33,6794.42,547.63
BAJA CALIFORNIA SUR,37.00,Cilantro,Cilantro,Tonelada,5.30,5.30,0.00,55.60,10.49,16600.54,922.99
BAJA CALIFORNIA SUR,38.00,Ciruela,Ciruela del país,Tonelada,17.00,17.00,0.00,50.75,2.99,8126.23,412.41
BAJA CALIFORNIA SUR,39.00,Coco fruta,Coco fruta s/clasificar,Tonelada,28.50,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,40.00,Col (repollo),Col (repollo) blanca,Tonelada,58.55,58.55,0.00,1160.30,19.82,5043.37,5851.82
BAJA CALIFORNIA SUR,41.00,Col de bruselas,Col de bruselas s/clasificar,Tonelada,331.00,331.00,0.00,7010.00,21.18,12483.61,87510.10
BAJA CALIFORNIA SUR,42.00,Dátil,Dátil s/clasificar,Tonelada,352.50,278.00,0.00,597.01,2.15,35138.29,20977.91
BAJA CALIFORNIA SUR,43.00,Ejote,Ejote,Tonelada,50.00,50.00,0.00,700.00,14.00,8250.00,5775.00
BAJA CALIFORNIA SUR,44.00,Ejote,Ejote s/clasificar,Tonelada,135.00,135.00,0.00,561.00,4.16,15935.14,8939.61
BAJA CALIFORNIA SUR,45.00,Ejote,Ejote,Tonelada,6.20,6.20,0.00,24.70,3.98,16355.86,403.99
BAJA CALIFORNIA SUR,46.00,Eneldo,Eneldo,Tonelada,3.30,3.30,0.00,5.40,1.64,16707.38,90.22
BAJA CALIFORNIA SUR,47.00,Espárrago,Espárrago s/clasificar,Tonelada,5508.50,3155.00,17.00,21055.27,6.67,58266.13,1226809.10
BAJA CALIFORNIA SUR,48.00,Espárrago,Espárrago,Tonelada,130.00,130.00,0.00,926.70,7.13,69708.80,64599.14
BAJA CALIFORNIA SUR,49.00,Fresa,Fresa,Tonelada,56.00,56.00,0.00,2520.00,45.00,25273.00,63687.96
BAJA CALIFORNIA SUR,50.00,Frijol,Frijol pinto nacional,Tonelada,526.50,526.50,0.00,787.18,1.50,15390.71,12115.26
BAJA CALIFORNIA SUR,51.00,Garbanzo grano,Garbanzo grano blanco,Tonelada,1630.00,1630.00,0.00,5140.75,3.15,10218.79,52532.24
BAJA CALIFORNIA SUR,52.00,Girasol,Girasol s/clasificar,Tonelada,9.00,9.00,0.00,19.00,2.11,6200.00,117.80
BAJA CALIFORNIA SUR,53.00,Guayaba,Guayaba criolla,Tonelada,16.50,16.50,0.00,124.53,7.55,5552.34,691.43
BAJA CALIFORNIA SUR,54.00,Higo,Higo blanco,Tonelada,290.00,290.00,0.00,980.00,3.38,34900.00,34202.00
BAJA CALIFORNIA SUR,55.00,Higo,Higo negro,Tonelada,312.00,12.00,0.00,12.00,1.00,48000.00,576.00
BAJA CALIFORNIA SUR,56.00,Jícama,Jícama s/clasificar,Tonelada,154.00,154.00,0.00,3346.00,21.73,4284.11,14334.62
BAJA CALIFORNIA SUR,57.00,Lechuga,Lechuga romana,Tonelada,16.40,16.40,0.00,340.65,20.77,6530.32,2224.55
BAJA CALIFORNIA SUR,58.00,Lechuga,Lechuga orejona,Tonelada,2.00,2.00,0.00,40.00,20.00,6450.00,258.00
BAJA CALIFORNIA SUR,59.00,Limón,Limón persa,Tonelada,23.00,16.00,0.00,184.00,11.50,10819.50,1990.79
BAJA CALIFORNIA SUR,60.00,Limón,Limón agrio (mexicano),Tonelada,34.00,19.00,0.00,119.10,6.27,6663.49,793.62
BAJA CALIFORNIA SUR,61.00,Litchi,Litchi s/clasificar,Tonelada,1.25,1.25,0.00,4.45,3.56,30985.00,137.88
BAJA CALIFORNIA SUR,62.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,10.00,10.00,0.00,336.00,33.60,980.31,329.38
BAJA CALIFORNIA SUR,63.00,Maíz grano,Maíz grano blanco,Tonelada,6800.75,6800.75,0.00,61843.93,9.09,4048.28,250361.65
BAJA CALIFORNIA SUR,64.00,Mandarina,Mandarina fairchild,Tonelada,3.00,3.00,0.00,27.55,9.18,3281.57,90.41
BAJA CALIFORNIA SUR,65.00,Mandarina,Mandarina dancy,Tonelada,1.00,1.00,0.00,2.53,2.53,4799.99,12.14
BAJA CALIFORNIA SUR,66.00,Mango,Mango haden,Tonelada,38.00,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,67.00,Mango,Mango kent,Tonelada,1403.50,923.50,0.00,6702.75,7.26,5666.53,37981.35
BAJA CALIFORNIA SUR,68.00,Mango,Mango criollo,Tonelada,161.00,155.00,0.00,1321.10,8.52,6528.76,8625.14
BAJA CALIFORNIA SUR,69.00,Mango,Mango keitt,Tonelada,24.00,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,70.00,Mejorana,Mejorana,Tonelada,6.80,6.80,0.00,22.25,3.27,19103.41,425.05
BAJA CALIFORNIA SUR,71.00,Melón,Melón cantaloupe,Tonelada,143.80,143.80,0.00,3153.25,21.93,6191.14,19522.22
BAJA CALIFORNIA SUR,72.00,Menta,Menta,Tonelada,21.65,21.65,0.00,70.60,3.26,18742.35,1323.21
BAJA CALIFORNIA SUR,73.00,Napa,Napa s/clasificar,Tonelada,95.00,85.00,10.00,3230.00,38.00,7001.22,22613.94
BAJA CALIFORNIA SUR,74.00,Naranja,Naranja agria (washington navel),Tonelada,72.50,72.50,0.00,1668.00,23.01,3550.00,5921.40
BAJA CALIFORNIA SUR,75.00,Naranja,Naranja valencia,Tonelada,2887.05,2391.27,0.00,48501.67,20.28,3285.63,159358.60
BAJA CALIFORNIA SUR,76.00,Nopalitos,Nopalitos s/clasificar,Tonelada,80.00,36.00,16.00,2910.76,80.85,2178.24,6340.34
BAJA CALIFORNIA SUR,77.00,Orégano,Orégano,Tonelada,14.50,14.50,0.00,54.73,3.77,20666.56,1131.08
BAJA CALIFORNIA SUR,78.00,Palma de ornato,Palma de ornato s/clasificar,Planta,33.00,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,79.00,Palma de ornato,Palma de ornato s/clasificar,Tonelada,44.00,0.00,0.00,0.00,0.00,0.00,0.00
BAJA CALIFORNIA SUR,80.00,Palma taco,Palma taco s/clasificar,Tonelada,70.00,70.00,0.00,197.00,2.81,4250.00,837.25
BAJA CALIFORNIA SUR,81.00,Palo de arco,Palo de arco s/clasificar,Tonelada,5.00,5.00,0.00,150.00,30.00,3150.00,472.50
BAJA CALIFORNIA SUR,82.00,Papa,Papa alpha (blanca),Tonelada,2177.00,2177.00,0.00,68044.00,31.26,5677.02,386287.09
BAJA CALIFORNIA SUR,83.00,Papaya,Papaya maradol,Tonelada,25.00,10.00,0.00,351.00,35.10,6524.93,2290.25
BAJA CALIFORNIA SUR,84.00,Pasto tapete,Pasto tapete s/clasificar,Metro cuadrado,12.00,12.00,0.00,97100.00,8091.67,86.00,8350.60
BAJA CALIFORNIA SUR,85.00,Pastos y praderas,Pastos y praderas buffel,Tonelada,812.00,812.00,0.00,8664.00,10.67,858.61,7439.04
BAJA CALIFORNIA SUR,86.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,211.00,211.00,0.00,6963.00,33.00,955.00,6649.67
BAJA CALIFORNIA SUR,87.00,Pepino,Pepino americano chino,Tonelada,90.25,90.25,0.00,3034.10,33.62,8511.04,25823.34
